chrom	start	end	GC
chr1	10400000	10500000	0.39809
chr1	10500000	10600000	0.39476
chr1	10600000	10700000	0.39792
chr1	10700000	10800000	0.40326
chr1	10800000	10900000	0.39913
chr1	10900000	11000000	0.40773
chr1	11000000	11100000	0.39852
chr1	11100000	11200000	0.38214
chr1	11200000	11300000	0.39109
chr1	11300000	11400000	0.38418
chr1	11400000	11500000	0.38683
chr1	11500000	11600000	0.38602
chr1	11600000	11700000	0.38507
chr1	11700000	11800000	0.39516
chr1	11800000	11900000	0.38275
chr1	11900000	12000000	0.38393
chr1	12000000	12100000	0.38886
chr1	12100000	12200000	0.38917
chr1	12200000	12300000	0.39223
chr1	12300000	12400000	0.38572
chr1	12400000	12500000	0.39441
chr1	12500000	12600000	0.4068
chr1	12600000	12700000	0.40841
chr1	12700000	12800000	0.42869
chr1	12800000	12900000	0.43184
chr1	12900000	13000000	0.42834
chr1	13000000	13100000	0.44324
chr1	13100000	13200000	0.45407
chr1	13200000	13300000	0.43742
chr1	13300000	13400000	0.43765
chr1	13400000	13500000	0.42139
chr1	13500000	13600000	0.44436
chr1	13600000	13700000	0.42249
chr1	13700000	13800000	0.40891
chr1	13800000	13900000	0.41907
chr1	13900000	14000000	0.40435
chr1	14000000	14100000	0.40722
chr1	14100000	14200000	0.42091
chr1	14200000	14300000	0.40584
chr1	14300000	14400000	0.3952
chr1	14400000	14500000	0.40195
chr1	14500000	14600000	0.39784
chr1	14600000	14700000	0.40228
chr1	14700000	14800000	0.4163
chr1	14800000	14900000	0.39663
chr1	14900000	15000000	0.40259
chr1	15000000	15100000	0.40006
chr1	15100000	15200000	0.3884
chr1	15200000	15300000	0.41169
chr1	15300000	15400000	0.39227
chr1	15400000	15500000	0.40157
chr1	15500000	15600000	0.40229
chr1	15600000	15700000	0.40526
chr1	15700000	15800000	0.41023
chr1	15800000	15900000	0.4113
chr1	15900000	16000000	0.42057
chr1	16000000	16100000	0.43415
chr1	16100000	16200000	0.43642
chr1	16200000	16300000	0.42881
chr1	16300000	16400000	0.39819
chr1	16400000	16500000	0.39748
chr1	16500000	16600000	0.41174
chr1	16600000	16700000	0.41973
chr1	16700000	16800000	0.43072
chr1	16800000	16900000	0.41371
chr1	16900000	17000000	0.40068
chr1	17000000	17100000	0.40608
chr1	17100000	17200000	0.39402
chr1	17200000	17300000	0.38153
chr1	17300000	17400000	0.3876
chr1	17400000	17500000	0.39388
chr1	17500000	17600000	0.38383
chr1	17600000	17700000	0.37977
chr1	17700000	17800000	0.37818
chr1	17800000	17900000	0.37624
chr1	17900000	18000000	0.39798
chr1	18000000	18100000	0.41711
chr1	18100000	18200000	0.36829
chr1	18200000	18300000	0.36528
chr1	18300000	18400000	0.37288
chr1	18400000	18500000	0.37481
chr1	18500000	18600000	0.3854
chr1	18600000	18700000	0.37639
chr1	18700000	18800000	0.38417
chr1	18800000	18900000	0.3785
chr1	18900000	19000000	0.38615
chr1	19000000	19100000	0.39044
chr1	19100000	19200000	0.39847
chr1	19200000	19300000	0.40342
chr1	19300000	19400000	0.398
chr1	19400000	19500000	0.38558
chr1	19500000	19600000	0.37956
chr1	19600000	19700000	0.3842
chr1	19700000	19800000	0.38554
chr1	19800000	19900000	0.38225
chr1	19900000	20000000	0.39295
chr1	20000000	20100000	0.38123
chr1	20100000	20200000	0.38693
chr1	20200000	20300000	0.38816
chr1	20300000	20400000	0.39544
chr1	20400000	20500000	0.40697
chr1	20500000	20600000	0.41015
chr1	20600000	20700000	0.41132
chr1	20700000	20800000	0.42553
chr1	20800000	20900000	0.44387
chr1	20900000	21000000	0.43552
chr1	21000000	21100000	0.46463
chr1	21100000	21200000	0.42247
chr1	21200000	21300000	0.43642
chr1	21300000	21400000	0.42591
chr1	21400000	21500000	0.40386
chr1	21500000	21600000	0.39257
chr1	21600000	21700000	0.38203
chr1	21700000	21800000	0.37649
chr1	21800000	21900000	0.37671
chr1	21900000	22000000	0.39258
chr1	22000000	22100000	0.39389
chr1	22100000	22200000	0.39171
chr1	22200000	22300000	0.39882
chr1	22300000	22400000	0.38866
chr1	22400000	22500000	0.3665426505445708
chr1	22500000	22600000	0.38234
chr1	22600000	22700000	0.39161
chr1	22700000	22800000	0.39162
chr1	22800000	22900000	0.3937
chr1	22900000	23000000	0.39512
chr1	23000000	23100000	0.39098
chr1	23100000	23200000	0.40798
chr1	23200000	23300000	0.38622
chr1	23300000	23400000	0.41833
chr1	23400000	23500000	0.39763
chr1	23500000	23600000	0.39765
chr1	23600000	23700000	0.41363
chr1	23700000	23800000	0.42733
chr1	23800000	23900000	0.40937
chr1	23900000	24000000	0.42118
chr1	24000000	24100000	0.38971
chr1	24100000	24200000	0.41076
chr1	24200000	24300000	0.40568
chr1	24300000	24400000	0.40327
chr1	24400000	24500000	0.3883
chr1	24500000	24600000	0.3909
chr1	24600000	24700000	0.40389
chr1	24700000	24800000	0.40641
chr1	24800000	24900000	0.39936
chr1	24900000	25000000	0.39268
chr1	25000000	25100000	0.39351
chr1	25100000	25200000	0.39332
chr1	25200000	25300000	0.37618
chr1	25300000	25400000	0.37552
chr1	25400000	25500000	0.37911
chr1	25500000	25600000	0.37156
chr1	25600000	25700000	0.3714
chr1	25700000	25800000	0.36436
chr1	25800000	25900000	0.37866
chr1	25900000	26000000	0.37780377803778037
chr1	26000000	26100000	0.36881
chr1	26100000	26200000	0.36526
chr1	26200000	26300000	0.37252
chr1	26300000	26400000	0.37061
chr1	26400000	26500000	0.38615
chr1	26500000	26600000	0.37785
chr1	26600000	26700000	0.37415
chr1	26700000	26800000	0.35282
chr1	26800000	26900000	0.36085
chr1	26900000	27000000	0.37343
chr1	27000000	27100000	0.36466
chr1	27100000	27200000	0.37965
chr1	27200000	27300000	0.37718
chr1	27300000	27400000	0.36017
chr1	27400000	27500000	0.36343
chr1	27500000	27600000	0.36411
chr1	27600000	27700000	0.34786
chr1	27700000	27800000	0.37405
chr1	27800000	27900000	0.35592
chr1	27900000	28000000	0.36667
chr1	28000000	28100000	0.36202
chr1	28100000	28200000	0.37304
chr1	28200000	28300000	0.35964
chr1	28300000	28400000	0.36229
chr1	28400000	28500000	0.37308
chr1	28500000	28600000	0.35163
chr1	28600000	28700000	0.36326
chr1	28700000	28800000	0.37159
chr1	28800000	28900000	0.35421
chr1	28900000	29000000	0.34992
chr1	29000000	29100000	0.35636
chr1	29100000	29200000	0.35939
chr1	29200000	29300000	0.35041
chr1	29300000	29400000	0.36223
chr1	29400000	29500000	0.3736
chr1	29500000	29600000	0.36568
chr1	29600000	29700000	0.39141
chr1	29700000	29800000	0.37113
chr1	29800000	29900000	0.3664
chr1	29900000	30000000	0.37783
chr1	30000000	30100000	0.38267
chr1	30100000	30200000	0.36418
chr1	30200000	30300000	0.37978
chr1	30300000	30400000	0.39227
chr1	30400000	30500000	0.37511
chr1	30500000	30600000	0.39484
chr1	30600000	30700000	0.39953
chr1	30700000	30800000	0.41693
chr1	30800000	30900000	0.40267
chr1	30900000	31000000	0.40832
chr1	31000000	31100000	0.41002
chr1	31100000	31200000	0.39896
chr1	31200000	31300000	0.40053
chr1	31300000	31400000	0.38335
chr1	31400000	31500000	0.378
chr1	31500000	31600000	0.38077
chr1	31600000	31700000	0.3681
chr1	31700000	31800000	0.37635
chr1	31800000	31900000	0.37196
chr1	31900000	32000000	0.38347
chr1	32000000	32100000	0.3716
chr1	32100000	32200000	0.36952
chr1	32200000	32300000	0.3769
chr1	32300000	32400000	0.37408
chr1	32400000	32500000	0.38417
chr1	32500000	32600000	0.37126
chr1	32600000	32700000	0.37927
chr1	32700000	32800000	0.39173
chr1	32800000	32900000	0.3934
chr1	32900000	33000000	0.38838
chr1	33000000	33100000	0.39615
chr1	33100000	33200000	0.39559
chr1	33200000	33300000	0.40252
chr1	33300000	33400000	0.39976
chr1	33400000	33500000	0.41454
chr1	33500000	33600000	0.42026
chr1	33600000	33700000	0.43756
chr1	33700000	33800000	0.43726
chr1	33800000	33900000	0.41981
chr1	33900000	34000000	0.44144
chr1	34000000	34100000	0.43732
chr1	34100000	34200000	0.44037
chr1	34200000	34300000	0.45265
chr1	34300000	34400000	0.42842
chr1	34400000	34500000	0.45661
chr1	34500000	34600000	0.46248
chr1	34600000	34700000	0.46565
chr1	34700000	34800000	0.45644
chr1	34800000	34900000	0.47001
chr1	34900000	35000000	0.43844
chr1	35000000	35100000	0.42997
chr1	35100000	35200000	0.42496
chr1	35200000	35300000	0.43568
chr1	35300000	35400000	0.43651
chr1	35400000	35500000	0.43052
chr1	35500000	35600000	0.43381
chr1	35600000	35700000	0.4284
chr1	35700000	35800000	0.4452
chr1	35800000	35900000	0.46284
chr1	35900000	36000000	0.46137
chr1	36000000	36100000	0.47847
chr1	36100000	36200000	0.46062
chr1	36200000	36300000	0.45631
chr1	36300000	36400000	0.47928
chr1	36400000	36500000	0.48492
chr1	36500000	36600000	0.51939
chr1	36600000	36700000	0.47871
chr1	36700000	36800000	0.48975
chr1	36800000	36900000	0.43118
chr1	36900000	37000000	0.43689
chr1	37000000	37100000	0.44702
chr1	37100000	37200000	0.45029
chr1	37200000	37300000	0.45769
chr1	37300000	37400000	0.48134
chr1	37400000	37500000	0.44858
chr1	37500000	37600000	0.44729
chr1	37600000	37700000	0.47399
chr1	37700000	37800000	0.42863
chr1	37800000	37900000	0.41389
chr1	37900000	38000000	0.44045
chr1	38000000	38100000	0.40159
chr1	38100000	38200000	0.43404
chr1	38200000	38300000	0.4602
chr1	38300000	38400000	0.4362
chr1	38400000	38500000	0.43898
chr1	38500000	38600000	0.44244
chr1	38600000	38700000	0.44323
chr1	38700000	38800000	0.45562
chr1	38800000	38900000	0.45163
chr1	38900000	39000000	0.43304
chr1	39000000	39100000	0.45537
chr1	39100000	39200000	0.45448
chr1	39200000	39300000	0.45979
chr1	39300000	39400000	0.46831
chr1	39400000	39500000	0.4666
chr1	39500000	39600000	0.44257
chr1	39600000	39700000	0.4626
chr1	39700000	39800000	0.4552
chr1	39800000	39900000	0.45148
chr1	39900000	40000000	0.45815
chr1	40000000	40100000	0.45977
chr1	40100000	40200000	0.43787
chr1	40200000	40300000	0.43559
chr1	40300000	40400000	0.43524
chr1	40400000	40500000	0.41887
chr1	40500000	40600000	0.42127
chr1	40600000	40700000	0.4284
chr1	40700000	40800000	0.43085
chr1	40800000	40900000	0.43336
chr1	40900000	41000000	0.41796
chr1	41000000	41100000	0.4136
chr1	41100000	41200000	0.40731
chr1	41200000	41300000	0.39805
chr1	41300000	41400000	0.39512
chr1	41400000	41500000	0.38801
chr1	41500000	41600000	0.3746
chr1	41600000	41700000	0.3828
chr1	41700000	41800000	0.37966
chr1	41800000	41900000	0.38708
chr1	41900000	42000000	0.37687
chr1	42000000	42100000	0.39185
chr1	42100000	42200000	0.40076
chr1	42200000	42300000	0.40977
chr1	42300000	42400000	0.41586
chr1	42400000	42500000	0.4193
chr1	42500000	42600000	0.42215
chr1	42600000	42700000	0.444
chr1	42700000	42800000	0.43723
chr1	42800000	42900000	0.41457
chr1	42900000	43000000	0.4314
chr1	43000000	43100000	0.4472
chr1	43100000	43200000	0.44234
chr1	43200000	43300000	0.42738
chr1	43300000	43400000	0.42496
chr1	43400000	43500000	0.43619
chr1	43500000	43600000	0.43595
chr1	43600000	43700000	0.41432
chr1	43700000	43800000	0.43001
chr1	43800000	43900000	0.4123
chr1	43900000	44000000	0.37859
chr1	44000000	44100000	0.39858
chr1	44100000	44200000	0.40932
chr1	44200000	44300000	0.39854
chr1	44300000	44400000	0.39567
chr1	44400000	44500000	0.38927
chr1	44500000	44600000	0.38293
chr1	44600000	44700000	0.39057
chr1	44700000	44800000	0.36492
chr1	44800000	44900000	0.37917
chr1	44900000	45000000	0.38134
chr1	45000000	45100000	0.38998
chr1	45100000	45200000	0.37942
chr1	45200000	45300000	0.37652
chr1	45300000	45400000	0.36772
chr1	45400000	45500000	0.36114
chr1	45500000	45600000	0.38834
chr1	45600000	45700000	0.39277
chr1	45700000	45800000	0.40547
chr1	45800000	45900000	0.39019
chr1	45900000	46000000	0.39461
chr1	46000000	46100000	0.41164
chr1	46100000	46200000	0.39218
chr1	46200000	46300000	0.3948
chr1	46300000	46400000	0.39897
chr1	46400000	46500000	0.40091
chr1	46500000	46600000	0.39962
chr1	46600000	46700000	0.39121
chr1	46700000	46800000	0.39689
chr1	46800000	46900000	0.39545
chr1	46900000	47000000	0.4002
chr1	47000000	47100000	0.39663
chr1	47100000	47200000	0.39075
chr1	47200000	47300000	0.38435
chr1	47300000	47400000	0.36958
chr1	47400000	47500000	0.36672
chr1	47500000	47600000	0.37165
chr1	47600000	47700000	0.38219
chr1	47700000	47800000	0.37794
chr1	47800000	47900000	0.36347
chr1	47900000	48000000	0.36332
chr1	48000000	48100000	0.36825
chr1	48100000	48200000	0.37149
chr1	48200000	48300000	0.37137
chr1	48300000	48400000	0.38099
chr1	48400000	48500000	0.37357
chr1	48500000	48600000	0.36944
chr1	48600000	48700000	0.37055
chr1	48700000	48800000	0.36676
chr1	48800000	48900000	0.36803
chr1	48900000	49000000	0.35973
chr1	49000000	49100000	0.35391
chr1	49100000	49200000	0.35729
chr1	49200000	49300000	0.36085
chr1	49300000	49400000	0.37359
chr1	49400000	49500000	0.36083
chr1	49500000	49600000	0.36081
chr1	49600000	49700000	0.3594
chr1	49700000	49800000	0.37122
chr1	49800000	49900000	0.3627
chr1	49900000	50000000	0.36085
chr1	50000000	50100000	0.36721
chr1	50100000	50200000	0.36034
chr1	50200000	50300000	0.36187
chr1	50300000	50400000	0.36457
chr1	50400000	50500000	0.37395
chr1	50500000	50600000	0.36076
chr1	50600000	50700000	0.35254
chr1	50700000	50800000	0.37218
chr1	50800000	50900000	0.37038
chr1	50900000	51000000	0.37921
chr1	51000000	51100000	0.37827
chr1	51100000	51200000	0.39009
chr1	51200000	51300000	0.40114
chr1	51300000	51400000	0.40737
chr1	51400000	51500000	0.40695
chr1	51500000	51600000	0.41203
chr1	51600000	51700000	0.42043
chr1	51700000	51800000	0.41722
chr1	51800000	51900000	0.432
chr1	51900000	52000000	0.43482
chr1	52000000	52100000	0.40698
chr1	52100000	52200000	0.42604
chr1	52200000	52300000	0.39279
chr1	52300000	52400000	0.42429
chr1	52400000	52500000	0.4101
chr1	52500000	52600000	0.41513
chr1	52600000	52700000	0.41684
chr1	52700000	52800000	0.4153
chr1	52800000	52900000	0.4142
chr1	52900000	53000000	0.40688
chr1	53000000	53100000	0.3953
chr1	53100000	53200000	0.39377
chr1	53200000	53300000	0.39936
chr1	53300000	53400000	0.40279
chr1	53400000	53500000	0.39733
chr1	53500000	53600000	0.40021
chr1	53600000	53700000	0.39896
chr1	53700000	53800000	0.39892
chr1	53800000	53900000	0.40237
chr1	53900000	54000000	0.41788
chr1	54000000	54100000	0.41037
chr1	54100000	54200000	0.41394
chr1	54200000	54300000	0.40579
chr1	54300000	54400000	0.40824
chr1	54400000	54500000	0.39984
chr1	54500000	54600000	0.3958
chr1	54600000	54700000	0.41689
chr1	54700000	54800000	0.41316
chr1	54800000	54900000	0.43992
chr1	54900000	55000000	0.43154
chr1	55000000	55100000	0.42524
chr1	55100000	55200000	0.43481
chr1	55200000	55300000	0.40837
chr1	55300000	55400000	0.3952
chr1	55400000	55500000	0.41801
chr1	55500000	55600000	0.40366
chr1	55600000	55700000	0.41038
chr1	55700000	55800000	0.41585
chr1	55800000	55900000	0.41304
chr1	55900000	56000000	0.39485
chr1	56000000	56100000	0.38853
chr1	56100000	56200000	0.37887
chr1	56200000	56300000	0.38259
chr1	56300000	56400000	0.37974
chr1	56400000	56500000	0.37674
chr1	56500000	56600000	0.38243
chr1	56600000	56700000	0.38603
chr1	56700000	56800000	0.41462
chr1	56800000	56900000	0.40952
chr1	56900000	57000000	0.42744
chr1	57000000	57100000	0.409
chr1	57100000	57200000	0.41706
chr1	57200000	57300000	0.42055
chr1	57300000	57400000	0.4023
chr1	57400000	57500000	0.41855
chr1	57500000	57600000	0.41845
chr1	57600000	57700000	0.42321
chr1	57700000	57800000	0.42606
chr1	57800000	57900000	0.42942
chr1	57900000	58000000	0.43234
chr1	58000000	58100000	0.42694
chr1	58100000	58200000	0.43843
chr1	58200000	58300000	0.44872
chr1	58300000	58400000	0.44542
chr1	58400000	58500000	0.42568
chr1	58500000	58600000	0.38848
chr1	58600000	58700000	0.43133
chr1	58700000	58800000	0.43594
chr1	58800000	58900000	0.42695
chr1	58900000	59000000	0.42297
chr1	59000000	59100000	0.39718
chr1	59100000	59200000	0.43572
chr1	59200000	59300000	0.42886
chr1	59300000	59400000	0.44946
chr1	59400000	59500000	0.46462
chr1	59500000	59600000	0.455
chr1	59600000	59700000	0.41772
chr1	59700000	59800000	0.40337
chr1	59800000	59900000	0.38978
chr1	59900000	60000000	0.41787
chr1	60000000	60100000	0.41297
chr1	60100000	60200000	0.39364
chr1	60200000	60300000	0.36863
chr1	60300000	60400000	0.4021
chr1	60400000	60500000	0.39072
chr1	60500000	60600000	0.39547
chr1	60600000	60700000	0.41671
chr1	60700000	60800000	0.41146
chr1	60800000	60900000	0.41837
chr1	60900000	61000000	0.41632
chr1	61000000	61100000	0.40244
chr1	61100000	61200000	0.41548
chr1	61200000	61300000	0.40975
chr1	61300000	61400000	0.41909
chr1	61400000	61500000	0.41207
chr1	61500000	61600000	0.40968
chr1	61600000	61700000	0.41069
chr1	61700000	61800000	0.37877
chr1	61800000	61900000	0.37743
chr1	61900000	62000000	0.38779
chr1	62000000	62100000	0.38834
chr1	62100000	62200000	0.38605
chr1	62200000	62300000	0.38959
chr1	62300000	62400000	0.39973
chr1	62400000	62500000	0.3974
chr1	62500000	62600000	0.41315
chr1	62600000	62700000	0.43584
chr1	62700000	62800000	0.471
chr1	62800000	62900000	0.43321
chr1	62900000	63000000	0.44418
chr1	63000000	63100000	0.42409
chr1	63100000	63200000	0.42687
chr1	63200000	63300000	0.41681
chr1	63300000	63400000	0.41287
chr1	63400000	63500000	0.42089
chr1	63500000	63600000	0.4085
chr1	63600000	63700000	0.40929
chr1	63700000	63800000	0.41605
chr1	63800000	63900000	0.41653
chr1	63900000	64000000	0.41262
chr1	64000000	64100000	0.43482
chr1	64100000	64200000	0.42794
chr1	64200000	64300000	0.42072
chr1	64300000	64400000	0.42011
chr1	64400000	64500000	0.42164
chr1	64500000	64600000	0.39637
chr1	64600000	64700000	0.42473
chr1	64700000	64800000	0.44576
chr1	64800000	64900000	0.42363
chr1	64900000	65000000	0.43145
chr1	65000000	65100000	0.42306
chr1	65100000	65200000	0.42518
chr1	65200000	65300000	0.3869
chr1	65300000	65400000	0.40743
chr1	65400000	65500000	0.3909
chr1	65500000	65600000	0.39833
chr1	65600000	65700000	0.37759
chr1	65700000	65800000	0.38442
chr1	65800000	65900000	0.3778
chr1	65900000	66000000	0.3898
chr1	66000000	66100000	0.39008
chr1	66100000	66200000	0.38427
chr1	66200000	66300000	0.38145
chr1	66300000	66400000	0.38047
chr1	66400000	66500000	0.39082
chr1	66500000	66600000	0.39592
chr1	66600000	66700000	0.40061
chr1	66700000	66800000	0.36621
chr1	66800000	66900000	0.41118
chr1	66900000	67000000	0.39783
chr1	67000000	67100000	0.42454
chr1	67100000	67200000	0.37882
chr1	67200000	67300000	0.38688
chr1	67300000	67400000	0.38171
chr1	67400000	67500000	0.37993
chr1	67500000	67600000	0.38457
chr1	67600000	67700000	0.38044
chr1	67700000	67800000	0.37986
chr1	67800000	67900000	0.3827
chr1	67900000	68000000	0.39108
chr1	68000000	68100000	0.36764
chr1	68100000	68200000	0.36953
chr1	68200000	68300000	0.36112
chr1	68300000	68400000	0.35537
chr1	68400000	68500000	0.35836
chr1	68500000	68600000	0.36628
chr1	68600000	68700000	0.35676
chr1	68700000	68800000	0.36378
chr1	68800000	68900000	0.35233
chr1	68900000	69000000	0.35148
chr1	69000000	69100000	0.36082
chr1	69100000	69200000	0.38827
chr1	69200000	69300000	0.39557
chr1	69300000	69400000	0.39666
chr1	69400000	69500000	0.40117
chr1	69500000	69600000	0.38711
chr1	69600000	69700000	0.39654
chr1	69700000	69800000	0.3903
chr1	69800000	69900000	0.3846
chr1	69900000	70000000	0.38348
chr1	70000000	70100000	0.37359
chr1	70100000	70200000	0.37747
chr1	70200000	70300000	0.38371
chr1	70300000	70400000	0.3774
chr1	70400000	70500000	0.3789
chr1	70500000	70600000	0.37528
chr1	70600000	70700000	0.38735
chr1	70700000	70800000	0.37297
chr1	70800000	70900000	0.39924
chr1	70900000	71000000	0.39671
chr1	71000000	71100000	0.39711
chr1	71100000	71200000	0.40039
chr1	71200000	71300000	0.39643
chr1	71300000	71400000	0.39798
chr1	71400000	71500000	0.39855
chr1	71500000	71600000	0.42808
chr1	71600000	71700000	0.42729
chr1	71700000	71800000	0.4166
chr1	71800000	71900000	0.41968
chr1	71900000	72000000	0.42197
chr1	72000000	72100000	0.42368
chr1	72100000	72200000	0.44714
chr1	72200000	72300000	0.45478
chr1	72300000	72400000	0.43795
chr1	72400000	72500000	0.44843
chr1	72500000	72600000	0.45087
chr1	72600000	72700000	0.41244
chr1	72700000	72800000	0.45434
chr1	72800000	72900000	0.47284
chr1	72900000	73000000	0.4426
chr1	73000000	73100000	0.44036
chr1	73100000	73200000	0.43257
chr1	73200000	73300000	0.42504
chr1	73300000	73400000	0.42197
chr1	73400000	73500000	0.41634
chr1	73500000	73600000	0.42107
chr1	73600000	73700000	0.42298
chr1	73700000	73800000	0.42424
chr1	73800000	73900000	0.45327
chr1	73900000	74000000	0.5129
chr1	74000000	74100000	0.5154
chr1	74100000	74200000	0.47303
chr1	74200000	74300000	0.46493
chr1	74300000	74400000	0.49661
chr1	74400000	74500000	0.42111
chr1	74500000	74600000	0.44397
chr1	74600000	74700000	0.44802
chr1	74700000	74800000	0.48141
chr1	74800000	74900000	0.48187
chr1	74900000	75000000	0.47828
chr1	75000000	75100000	0.4361365109079127
chr1	75100000	75200000	0.48062311967773186
chr1	75200000	75300000	0.48338
chr1	75300000	75400000	0.48911
chr1	75400000	75500000	0.54078
chr1	75500000	75600000	0.48935
chr1	75600000	75700000	0.45364
chr1	75700000	75800000	0.43459
chr1	75800000	75900000	0.42487
chr1	75900000	76000000	0.42586
chr1	76000000	76100000	0.43277
chr1	76100000	76200000	0.40858
chr1	76200000	76300000	0.40746
chr1	76300000	76400000	0.39973
chr1	76400000	76500000	0.40021
chr1	76500000	76600000	0.39569
chr1	76600000	76700000	0.39465
chr1	76700000	76800000	0.39484
chr1	76800000	76900000	0.39659
chr1	76900000	77000000	0.3925
chr1	77000000	77100000	0.41106
chr1	77100000	77200000	0.40398
chr1	77200000	77300000	0.41117
chr1	77300000	77400000	0.42176
chr1	77400000	77500000	0.4256
chr1	77500000	77600000	0.41628
chr1	77600000	77700000	0.40456
chr1	77700000	77800000	0.40911
chr1	77800000	77900000	0.39696
chr1	77900000	78000000	0.41799
chr1	78000000	78100000	0.41158
chr1	78100000	78200000	0.42739
chr1	78200000	78300000	0.43008
chr1	78300000	78400000	0.44552
chr1	78400000	78500000	0.42318
chr1	78500000	78600000	0.44581
chr1	78600000	78700000	0.42821587767883557
chr1	78700000	78800000	0.42402
chr1	78800000	78900000	0.42134
chr1	78900000	79000000	0.40717
chr1	79000000	79100000	0.39975
chr1	79100000	79200000	0.38666
chr1	79200000	79300000	0.38785
chr1	79300000	79400000	0.40098
chr1	79400000	79500000	0.40616
chr1	79500000	79600000	0.40645
chr1	79600000	79700000	0.42853
chr1	79700000	79800000	0.43905
chr1	79800000	79900000	0.43714
chr1	79900000	80000000	0.42686
chr1	80000000	80100000	0.41576
chr1	80100000	80200000	0.4197
chr1	80200000	80300000	0.39617
chr1	80300000	80400000	0.39097
chr1	80400000	80500000	0.39784
chr1	80500000	80600000	0.40088
chr1	80600000	80700000	0.40026
chr1	80700000	80800000	0.40116
chr1	80800000	80900000	0.38403
chr1	80900000	81000000	0.37947
chr1	81000000	81100000	0.37527
chr1	81100000	81200000	0.37968
chr1	81200000	81300000	0.39056
chr1	81300000	81400000	0.37892
chr1	81400000	81500000	0.38505
chr1	81500000	81600000	0.39224
chr1	81600000	81700000	0.38845
chr1	81700000	81800000	0.37956
chr1	81800000	81900000	0.38569
chr1	81900000	82000000	0.39515
chr1	82000000	82100000	0.39623
chr1	82100000	82200000	0.40991
chr1	82200000	82300000	0.42242
chr1	82300000	82400000	0.41904
chr1	82400000	82500000	0.4417
chr1	82500000	82600000	0.4238
chr1	82600000	82700000	0.41839
chr1	82700000	82800000	0.4192
chr1	82800000	82900000	0.41877
