path,SampleName,label
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382173_cortex-p001-cb_025.contacts.pairs.txt.gz,GSM4382173_cortex-p001-cb_025,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382174_cortex-p001-cb_026.contacts.pairs.txt.gz,GSM4382174_cortex-p001-cb_026,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382175_cortex-p001-cb_027.contacts.pairs.txt.gz,GSM4382175_cortex-p001-cb_027,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382176_cortex-p001-cb_028.contacts.pairs.txt.gz,GSM4382176_cortex-p001-cb_028,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382177_cortex-p001-cb_029.contacts.pairs.txt.gz,GSM4382177_cortex-p001-cb_029,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382178_cortex-p001-cb_030.contacts.pairs.txt.gz,GSM4382178_cortex-p001-cb_030,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382179_cortex-p001-cb_031.contacts.pairs.txt.gz,GSM4382179_cortex-p001-cb_031,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382180_cortex-p001-cb_032.contacts.pairs.txt.gz,GSM4382180_cortex-p001-cb_032,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382181_cortex-p001-cb_033.contacts.pairs.txt.gz,GSM4382181_cortex-p001-cb_033,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382182_cortex-p001-cb_034.contacts.pairs.txt.gz,GSM4382182_cortex-p001-cb_034,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382183_cortex-p001-cb_035.contacts.pairs.txt.gz,GSM4382183_cortex-p001-cb_035,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382184_cortex-p001-cb_036.contacts.pairs.txt.gz,GSM4382184_cortex-p001-cb_036,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382185_cortex-p001-cb_037.contacts.pairs.txt.gz,GSM4382185_cortex-p001-cb_037,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382186_cortex-p001-cb_038.contacts.pairs.txt.gz,GSM4382186_cortex-p001-cb_038,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382187_cortex-p001-cb_039.contacts.pairs.txt.gz,GSM4382187_cortex-p001-cb_039,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382188_cortex-p001-cb_040.contacts.pairs.txt.gz,GSM4382188_cortex-p001-cb_040,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382189_cortex-p001-cb_041.contacts.pairs.txt.gz,GSM4382189_cortex-p001-cb_041,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382190_cortex-p001-cb_042.contacts.pairs.txt.gz,GSM4382190_cortex-p001-cb_042,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382191_cortex-p001-cb_043.contacts.pairs.txt.gz,GSM4382191_cortex-p001-cb_043,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382192_cortex-p001-cb_044.contacts.pairs.txt.gz,GSM4382192_cortex-p001-cb_044,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382193_cortex-p001-cb_045.contacts.pairs.txt.gz,GSM4382193_cortex-p001-cb_045,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382194_cortex-p001-cb_046.contacts.pairs.txt.gz,GSM4382194_cortex-p001-cb_046,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382195_cortex-p001-cb_047.contacts.pairs.txt.gz,GSM4382195_cortex-p001-cb_047,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382196_cortex-p001-cb_048.contacts.pairs.txt.gz,GSM4382196_cortex-p001-cb_048,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382197_cortex-p001-cb_049.contacts.pairs.txt.gz,GSM4382197_cortex-p001-cb_049,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382198_cortex-p001-cb_050.contacts.pairs.txt.gz,GSM4382198_cortex-p001-cb_050,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382199_cortex-p001-cb_051.contacts.pairs.txt.gz,GSM4382199_cortex-p001-cb_051,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382200_cortex-p001-cb_052.contacts.pairs.txt.gz,GSM4382200_cortex-p001-cb_052,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382201_cortex-p001-cb_053.contacts.pairs.txt.gz,GSM4382201_cortex-p001-cb_053,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382202_cortex-p001-cb_054.contacts.pairs.txt.gz,GSM4382202_cortex-p001-cb_054,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382203_cortex-p001-cb_055.contacts.pairs.txt.gz,GSM4382203_cortex-p001-cb_055,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382204_cortex-p001-cb_056.contacts.pairs.txt.gz,GSM4382204_cortex-p001-cb_056,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382205_cortex-p001-cb_057.contacts.pairs.txt.gz,GSM4382205_cortex-p001-cb_057,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382206_cortex-p001-cb_058.contacts.pairs.txt.gz,GSM4382206_cortex-p001-cb_058,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382207_cortex-p001-cb_059.contacts.pairs.txt.gz,GSM4382207_cortex-p001-cb_059,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382208_cortex-p001-cb_060.contacts.pairs.txt.gz,GSM4382208_cortex-p001-cb_060,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382209_cortex-p001-cb_061.contacts.pairs.txt.gz,GSM4382209_cortex-p001-cb_061,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382210_cortex-p001-cb_062.contacts.pairs.txt.gz,GSM4382210_cortex-p001-cb_062,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382211_cortex-p001-cb_063.contacts.pairs.txt.gz,GSM4382211_cortex-p001-cb_063,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382212_cortex-p001-cb_064.contacts.pairs.txt.gz,GSM4382212_cortex-p001-cb_064,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382213_cortex-p001-cb_065.contacts.pairs.txt.gz,GSM4382213_cortex-p001-cb_065,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382214_cortex-p001-cb_066.contacts.pairs.txt.gz,GSM4382214_cortex-p001-cb_066,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382215_cortex-p001-cb_067.contacts.pairs.txt.gz,GSM4382215_cortex-p001-cb_067,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382216_cortex-p001-cb_068.contacts.pairs.txt.gz,GSM4382216_cortex-p001-cb_068,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382217_cortex-p001-cb_069.contacts.pairs.txt.gz,GSM4382217_cortex-p001-cb_069,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382218_cortex-p001-cb_070.contacts.pairs.txt.gz,GSM4382218_cortex-p001-cb_070,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382219_cortex-p001-cb_071.contacts.pairs.txt.gz,GSM4382219_cortex-p001-cb_071,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382220_cortex-p001-cb_072.contacts.pairs.txt.gz,GSM4382220_cortex-p001-cb_072,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382221_cortex-p001-cb_073.contacts.pairs.txt.gz,GSM4382221_cortex-p001-cb_073,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382222_cortex-p001-cb_074.contacts.pairs.txt.gz,GSM4382222_cortex-p001-cb_074,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382223_cortex-p001-cb_075.contacts.pairs.txt.gz,GSM4382223_cortex-p001-cb_075,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382224_cortex-p001-cb_076.contacts.pairs.txt.gz,GSM4382224_cortex-p001-cb_076,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382225_cortex-p001-cb_077.contacts.pairs.txt.gz,GSM4382225_cortex-p001-cb_077,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382226_cortex-p001-cb_078.contacts.pairs.txt.gz,GSM4382226_cortex-p001-cb_078,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382227_cortex-p001-cb_079.contacts.pairs.txt.gz,GSM4382227_cortex-p001-cb_079,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382228_cortex-p001-cb_080.contacts.pairs.txt.gz,GSM4382228_cortex-p001-cb_080,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382229_cortex-p001-cb_081.contacts.pairs.txt.gz,GSM4382229_cortex-p001-cb_081,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382230_cortex-p001-cb_082.contacts.pairs.txt.gz,GSM4382230_cortex-p001-cb_082,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382231_cortex-p001-cb_083.contacts.pairs.txt.gz,GSM4382231_cortex-p001-cb_083,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382232_cortex-p001-cb_084.contacts.pairs.txt.gz,GSM4382232_cortex-p001-cb_084,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382233_cortex-p001-cb_085.contacts.pairs.txt.gz,GSM4382233_cortex-p001-cb_085,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382234_cortex-p001-cb_086.contacts.pairs.txt.gz,GSM4382234_cortex-p001-cb_086,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382235_cortex-p001-cb_087.contacts.pairs.txt.gz,GSM4382235_cortex-p001-cb_087,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382236_cortex-p001-cb_088.contacts.pairs.txt.gz,GSM4382236_cortex-p001-cb_088,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382237_cortex-p001-cb_089.contacts.pairs.txt.gz,GSM4382237_cortex-p001-cb_089,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382238_cortex-p001-cb_090.contacts.pairs.txt.gz,GSM4382238_cortex-p001-cb_090,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382239_cortex-p001-cb_091.contacts.pairs.txt.gz,GSM4382239_cortex-p001-cb_091,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382240_cortex-p001-cb_092.contacts.pairs.txt.gz,GSM4382240_cortex-p001-cb_092,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382241_cortex-p001-cb_093.contacts.pairs.txt.gz,GSM4382241_cortex-p001-cb_093,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382242_cortex-p001-cb_094.contacts.pairs.txt.gz,GSM4382242_cortex-p001-cb_094,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382243_cortex-p001-cb_095.contacts.pairs.txt.gz,GSM4382243_cortex-p001-cb_095,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382244_cortex-p001-cb_096.contacts.pairs.txt.gz,GSM4382244_cortex-p001-cb_096,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382245_cortex-p001-cb_097.contacts.pairs.txt.gz,GSM4382245_cortex-p001-cb_097,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382246_cortex-p001-cb_098.contacts.pairs.txt.gz,GSM4382246_cortex-p001-cb_098,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382247_cortex-p001-cb_099.contacts.pairs.txt.gz,GSM4382247_cortex-p001-cb_099,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382248_cortex-p001-cb_100.contacts.pairs.txt.gz,GSM4382248_cortex-p001-cb_100,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382249_cortex-p001-cb_101.contacts.pairs.txt.gz,GSM4382249_cortex-p001-cb_101,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382250_cortex-p001-cb_102.contacts.pairs.txt.gz,GSM4382250_cortex-p001-cb_102,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382251_cortex-p001-cb_103.contacts.pairs.txt.gz,GSM4382251_cortex-p001-cb_103,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382252_cortex-p001-cb_104.contacts.pairs.txt.gz,GSM4382252_cortex-p001-cb_104,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382253_cortex-p001-cb_105.contacts.pairs.txt.gz,GSM4382253_cortex-p001-cb_105,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382254_cortex-p001-cb_106.contacts.pairs.txt.gz,GSM4382254_cortex-p001-cb_106,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382255_cortex-p001-cb_107.contacts.pairs.txt.gz,GSM4382255_cortex-p001-cb_107,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382256_cortex-p001-cb_108.contacts.pairs.txt.gz,GSM4382256_cortex-p001-cb_108,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382257_cortex-p001-cb_109.contacts.pairs.txt.gz,GSM4382257_cortex-p001-cb_109,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382258_cortex-p001-cb_110.contacts.pairs.txt.gz,GSM4382258_cortex-p001-cb_110,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382259_cortex-p001-cb_111.contacts.pairs.txt.gz,GSM4382259_cortex-p001-cb_111,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382260_cortex-p001-cb_112.contacts.pairs.txt.gz,GSM4382260_cortex-p001-cb_112,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382261_cortex-p001-cb_113.contacts.pairs.txt.gz,GSM4382261_cortex-p001-cb_113,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382262_cortex-p001-cb_114.contacts.pairs.txt.gz,GSM4382262_cortex-p001-cb_114,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382263_cortex-p001-cb_115.contacts.pairs.txt.gz,GSM4382263_cortex-p001-cb_115,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382264_cortex-p001-cb_116.contacts.pairs.txt.gz,GSM4382264_cortex-p001-cb_116,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382265_cortex-p001-cb_117.contacts.pairs.txt.gz,GSM4382265_cortex-p001-cb_117,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382266_cortex-p001-cb_118.contacts.pairs.txt.gz,GSM4382266_cortex-p001-cb_118,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382267_cortex-p001-cb_119.contacts.pairs.txt.gz,GSM4382267_cortex-p001-cb_119,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382268_cortex-p001-cb_120.contacts.pairs.txt.gz,GSM4382268_cortex-p001-cb_120,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382269_cortex-p001-cb_121.contacts.pairs.txt.gz,GSM4382269_cortex-p001-cb_121,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382270_cortex-p001-cb_122.contacts.pairs.txt.gz,GSM4382270_cortex-p001-cb_122,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382271_cortex-p001-cb_123.contacts.pairs.txt.gz,GSM4382271_cortex-p001-cb_123,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382272_cortex-p001-cb_124.contacts.pairs.txt.gz,GSM4382272_cortex-p001-cb_124,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382273_cortex-p001-cb_125.contacts.pairs.txt.gz,GSM4382273_cortex-p001-cb_125,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382274_cortex-p001-cb_126.contacts.pairs.txt.gz,GSM4382274_cortex-p001-cb_126,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382275_cortex-p001-cb_127.contacts.pairs.txt.gz,GSM4382275_cortex-p001-cb_127,Hippocampal Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382276_cortex-p001-cb_128.contacts.pairs.txt.gz,GSM4382276_cortex-p001-cb_128,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382277_cortex-p001-cb_129.contacts.pairs.txt.gz,GSM4382277_cortex-p001-cb_129,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382278_cortex-p001-cb_130.contacts.pairs.txt.gz,GSM4382278_cortex-p001-cb_130,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382279_cortex-p001-cb_131.contacts.pairs.txt.gz,GSM4382279_cortex-p001-cb_131,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382280_cortex-p001-cb_132.contacts.pairs.txt.gz,GSM4382280_cortex-p001-cb_132,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382281_cortex-p001-cb_133.contacts.pairs.txt.gz,GSM4382281_cortex-p001-cb_133,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382282_cortex-p001-cb_134.contacts.pairs.txt.gz,GSM4382282_cortex-p001-cb_134,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382283_cortex-p001-cb_135.contacts.pairs.txt.gz,GSM4382283_cortex-p001-cb_135,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382284_cortex-p001-cb_136.contacts.pairs.txt.gz,GSM4382284_cortex-p001-cb_136,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382285_cortex-p001-cb_137.contacts.pairs.txt.gz,GSM4382285_cortex-p001-cb_137,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382286_cortex-p001-cb_138.contacts.pairs.txt.gz,GSM4382286_cortex-p001-cb_138,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382287_cortex-p001-cb_139.contacts.pairs.txt.gz,GSM4382287_cortex-p001-cb_139,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382288_cortex-p001-cb_140.contacts.pairs.txt.gz,GSM4382288_cortex-p001-cb_140,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382289_cortex-p001-cb_141.contacts.pairs.txt.gz,GSM4382289_cortex-p001-cb_141,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382290_cortex-p001-cb_142.contacts.pairs.txt.gz,GSM4382290_cortex-p001-cb_142,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382291_cortex-p001-cb_143.contacts.pairs.txt.gz,GSM4382291_cortex-p001-cb_143,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382292_cortex-p001-cb_144.contacts.pairs.txt.gz,GSM4382292_cortex-p001-cb_144,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382293_cortex-p001-cb_145.contacts.pairs.txt.gz,GSM4382293_cortex-p001-cb_145,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382294_cortex-p001-cb_146.contacts.pairs.txt.gz,GSM4382294_cortex-p001-cb_146,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382295_cortex-p001-cb_147.contacts.pairs.txt.gz,GSM4382295_cortex-p001-cb_147,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382296_cortex-p001-cb_148.contacts.pairs.txt.gz,GSM4382296_cortex-p001-cb_148,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382297_cortex-p001-cb_149.contacts.pairs.txt.gz,GSM4382297_cortex-p001-cb_149,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382298_cortex-p001-cb_150.contacts.pairs.txt.gz,GSM4382298_cortex-p001-cb_150,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382299_cortex-p001-cb_151.contacts.pairs.txt.gz,GSM4382299_cortex-p001-cb_151,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382300_cortex-p001-cb_152.contacts.pairs.txt.gz,GSM4382300_cortex-p001-cb_152,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382301_cortex-p001-cb_153.contacts.pairs.txt.gz,GSM4382301_cortex-p001-cb_153,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382302_cortex-p001-cb_154.contacts.pairs.txt.gz,GSM4382302_cortex-p001-cb_154,Neonatal Neuron 2
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382303_cortex-p001-cb_155.contacts.pairs.txt.gz,GSM4382303_cortex-p001-cb_155,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382304_cortex-p001-cb_156.contacts.pairs.txt.gz,GSM4382304_cortex-p001-cb_156,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382305_cortex-p001-cb_157.contacts.pairs.txt.gz,GSM4382305_cortex-p001-cb_157,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382306_cortex-p001-cb_158.contacts.pairs.txt.gz,GSM4382306_cortex-p001-cb_158,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382307_cortex-p001-cb_159.contacts.pairs.txt.gz,GSM4382307_cortex-p001-cb_159,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382308_cortex-p001-cb_160.contacts.pairs.txt.gz,GSM4382308_cortex-p001-cb_160,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382309_cortex-p001-cb_161.contacts.pairs.txt.gz,GSM4382309_cortex-p001-cb_161,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382310_cortex-p001-cb_162.contacts.pairs.txt.gz,GSM4382310_cortex-p001-cb_162,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382311_cortex-p001-cb_163.contacts.pairs.txt.gz,GSM4382311_cortex-p001-cb_163,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382312_cortex-p001-cb_164.contacts.pairs.txt.gz,GSM4382312_cortex-p001-cb_164,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382313_cortex-p001-cb_165.contacts.pairs.txt.gz,GSM4382313_cortex-p001-cb_165,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382314_cortex-p001-cb_166.contacts.pairs.txt.gz,GSM4382314_cortex-p001-cb_166,Neonatal Neuron 1
